GaiaDR3;Cluster;Pmemb;Note;RA_ICRS;DE_ICRS;pmRA;e_pmRA;pmDE;e_pmDE;Plx;e_Plx;Gmag;BPmag;RPmag;Gmagcor;(G-RP)cor;_RA.icrs;_DE.icrs
 389180288208174080; NGC_752; 1.00;  N;008.9352;+46.3966; 8.310; 0.068;-13.042; 0.056; 2.321; 0.076;17.313;18.535;16.229;17.214; 1.059;008.9351;+46.3967
 387660763136375936; NGC_752; 0.94;  N;009.5233;+43.7326;10.529; 0.019;-11.661; 0.019; 2.476; 0.026;14.030;14.523;13.379;13.930; 0.625;009.5232;+43.7327
 387839601279087616; NGC_752; 1.00;  N;009.5752;+44.3265; 9.891; 0.089;-11.157; 0.087; 2.272; 0.092;17.392;18.482;16.333;17.293; 1.033;009.5751;+44.3265
2809551310490174208; NGC_752; 1.00;  N;010.0315;+27.4590; 9.869; 0.020;-11.911; 0.014; 2.365; 0.018;13.518;13.942;12.929;13.458; 0.574;010.0315;+27.4591
 365619502073764480; NGC_752; 0.70;  N;010.3273;+35.9378;10.023; 0.045;-12.271; 0.034; 2.356; 0.049;16.263;17.175;15.323;16.199; 0.924;010.3272;+35.9379
 381278544820660608; NGC_752; 0.99;  N;010.4747;+41.4047; 9.674; 0.161;-11.476; 0.129; 2.270; 0.156;17.965;19.343;16.809;17.901; 1.139;010.4746;+41.4048
2806515357023237760; NGC_752; 0.74;  N;010.9202;+24.8901;10.181; 0.027;-11.433; 0.020; 2.201; 0.027; 7.799; 8.391; 7.063; 7.656; 0.700;010.9201;+24.8902
2808439845969028736; NGC_752; 1.00;  N;010.9716;+26.2805; 9.673; 0.018;-12.320; 0.013; 2.182; 0.017;13.522;13.907;12.971;13.380; 0.515;010.9716;+26.2806
 381295484174392960; NGC_752; 0.89;  N;011.0163;+41.5708; 9.592; 0.013;-11.056; 0.015; 2.305; 0.020; 8.732; 9.262; 8.047; 8.668; 0.669;011.0162;+41.5708
 368844747635229440; NGC_752; 0.71;  N;011.2320;+39.7116;10.805; 0.113;-12.010; 0.102; 2.393; 0.124;17.852;19.229;16.734;17.788; 1.102;011.2319;+39.7117
 361243789392155776; NGC_752; 0.95;  N;011.7880;+32.9801;11.273; 0.137;-11.486; 0.094; 2.377; 0.153;17.981;19.161;16.888;17.991; 1.096;011.7879;+32.9802
 375237381254742912; NGC_752; 0.89;  N;011.8739;+41.5817;10.413; 0.091;-10.979; 0.077; 2.289; 0.096;17.527;18.793;16.447;17.463; 1.063;011.8738;+41.5817
 368983462194174592; NGC_752; 1.00;  N;011.9044;+40.3860;10.088; 0.013;-11.654; 0.010; 2.216; 0.015;12.318;12.655;11.817;12.254; 0.484;011.9043;+40.3861
 360858586660612352; NGC_752; 0.87;  N;012.6952;+31.6801; 9.433; 0.024;-12.387; 0.017; 2.236; 0.025;14.751;15.349;14.015;14.761; 0.739;012.6952;+31.6802
 374163051018288768; NGC_752; 0.52;  N;013.2034;+40.2270;10.909; 0.013;-10.830; 0.010; 2.419; 0.015; 9.853;10.075; 9.475; 9.789; 0.361;013.2033;+40.2270
 364657223240299776; NGC_752; 0.84;  N;013.9470;+37.3975; 9.189; 0.082;-12.064; 0.049; 2.194; 0.094;17.102;18.153;16.082;17.002; 0.994;013.9469;+37.3976
 374069081429552512; NGC_752; 1.00;  N;014.4722;+40.6805;10.365; 0.025;-11.497; 0.018; 2.457; 0.025;14.550;15.109;13.836;14.486; 0.698;014.4721;+40.6806
 307736163400709120; NGC_752; 1.00;  N;014.5149;+27.2650; 9.845; 0.022;-11.899; 0.018; 2.161; 0.019;13.722;14.124;13.152;13.716; 0.568;014.5149;+27.2651
 363401928854323072; NGC_752; 1.00;  N;014.6093;+35.1728;10.863; 0.034;-11.842; 0.029; 2.336; 0.043;15.751;16.568;14.866;15.692; 0.870;014.6092;+35.1729
2805333725620748160; NGC_752; 1.00;  N;014.8846;+25.5792; 9.409; 0.053;-12.219; 0.041; 2.282; 0.057;16.022;16.919;15.094;16.017; 0.927;014.8846;+25.5793
 374660721764799232; NGC_752; 1.00;  N;014.9305;+41.5835; 8.711; 0.016;-13.046; 0.010; 2.254; 0.015; 8.879; 9.527; 8.110; 8.815; 0.752;014.9304;+41.5836
 370686330827642624; NGC_752; 0.98;  N;015.9249;+38.9536;10.929; 0.013;-11.101; 0.011; 2.352; 0.016;12.478;12.777;12.019;12.379; 0.434;015.9248;+38.9536
 371425340081112704; NGC_752; 0.71;  N;016.6579;+40.5354;11.047; 0.084;-11.280; 0.070; 2.457; 0.101;17.260;18.445;16.185;17.161; 1.050;016.6578;+40.5354
 369797891072741248; NGC_752; 1.00;  N;016.6746;+37.8334;10.079; 0.016;-11.447; 0.016; 2.212; 0.019;13.607;14.001;13.048;13.548; 0.544;016.6745;+37.8335
 371530309081240832; NGC_752; 0.58;  N;016.7234;+41.3205;10.334; 0.052;-11.999; 0.043; 2.435; 0.054;16.605;17.623;15.608;16.541; 0.981;016.7233;+41.3206
 370242918403900032; NGC_752; 0.96;  N;017.1372;+38.9591;11.272; 0.018;-11.012; 0.019; 2.350; 0.019;11.469;11.692;11.095;11.370; 0.349;017.1371;+38.9591
 373093986414525952; NGC_752; 0.78;  N;017.1757;+42.4643;10.047; 0.030;-11.065; 0.023; 2.148; 0.029;15.118;15.761;14.349;15.171; 0.783;017.1756;+42.4643
 314056667337751808; NGC_752; 1.00;  N;017.9748;+33.2539;10.257; 0.120;-11.933; 0.092; 2.375; 0.113;17.587;18.960;16.457;17.646; 1.145;017.9747;+33.2540
 397824472528706432; NGC_752; 0.51;  N;018.3007;+45.1772;10.487; 0.107;-11.517; 0.110; 2.216; 0.114;17.775;19.008;16.679;17.827; 1.110;018.3006;+45.1773
 370392726863343744; NGC_752; 0.96;  N;018.3039;+39.7080; 9.593; 0.032;-11.511; 0.032; 2.099; 0.034;15.578;16.269;14.772;15.687; 0.834;018.3038;+39.7081
 370388672414231552; NGC_752; 0.94;  N;018.4236;+39.6188; 9.172; 0.022;-12.749; 0.024; 2.257; 0.025;14.565;15.136;13.849;14.674; 0.744;018.4235;+39.6189
 313813984506384128; NGC_752; 1.00;  N;018.9292;+32.9338; 9.254; 0.090;-12.136; 0.074; 2.257; 0.086;17.231;18.455;16.086;17.290; 1.161;018.9292;+32.9339
 372870648115425408; NGC_752; 0.94;  N;019.2143;+41.8797; 9.372; 0.101;-12.103; 0.088; 2.184; 0.092;17.479;18.604;16.430;17.531; 1.062;019.2142;+41.8798
 371888406274554496; NGC_752; 1.00;  N;019.2161;+40.3043; 9.852; 0.028;-11.859; 0.026; 2.301; 0.032;14.939;15.591;14.167;15.048; 0.800;019.2160;+40.3044
 294873183025774976; NGC_752; 1.00;  N;019.6892;+26.3825; 9.523; 0.035;-12.062; 0.026; 2.419; 0.033;15.184;15.868;14.387;15.243; 0.812;019.6892;+26.3826
 373281418787832576; NGC_752; 0.97;  N;019.8066;+42.5427; 8.936; 0.012;-12.474; 0.012; 2.240; 0.013;12.491;12.786;12.036;12.543; 0.469;019.8065;+42.5428
 321879250188873472; NGC_752; 0.99;  N;019.9007;+37.5827;10.936; 0.029;-11.092; 0.027; 2.325; 0.028;14.858;15.636;13.999;14.971; 0.888;019.9006;+37.5827
 321934328849418368; NGC_752; 0.91;  N;019.9406;+38.1427;11.403; 0.080;-11.428; 0.063; 2.258; 0.078;16.885;17.954;15.864;16.997; 1.050;019.9405;+38.1428
 321930544982291840; NGC_752; 0.50;  N;020.1519;+38.0536; 9.682; 0.136;-11.508; 0.101; 2.428; 0.131;17.933;19.331;16.767;18.045; 1.195;020.1518;+38.0537
 294700280527475712; NGC_752; 1.00;  N;020.2812;+26.4154; 9.486; 0.116;-11.903; 0.089; 2.395; 0.105;17.542;18.933;16.372;17.601; 1.185;020.2812;+26.4155
 372638101406301184; NGC_752; 1.00;  N;020.6870;+42.6776; 9.635; 0.013;-11.651; 0.012; 2.135; 0.013;13.047;13.418;12.518;13.155; 0.556;020.6869;+42.6777
 309131890332965760; NGC_752; 0.61;  N;020.7090;+29.0987; 9.596; 0.106;-11.717; 0.084; 2.490; 0.112;17.492;18.783;16.384;17.551; 1.123;020.7090;+29.0988
 309593337323815424; NGC_752; 0.57;  N;021.0033;+30.8840;10.759; 0.014;-11.085; 0.011; 2.272; 0.017;13.045;13.385;12.537;13.104; 0.523;021.0032;+30.8840
 320451671778660352; NGC_752; 0.89;  N;021.0570;+35.3953; 9.691; 0.035;-11.807; 0.026; 2.060; 0.035;15.275;16.019;14.429;15.387; 0.874;021.0569;+35.3954
 320799461050653824; NGC_752; 0.92;  N;021.1482;+36.4440;10.854; 0.063;-10.901; 0.062; 2.270; 0.072;16.779;17.732;15.805;16.892; 1.003;021.1481;+36.4440
 316619701957054464; NGC_752; 0.54;  N;021.5199;+33.0500;10.903; 0.109;-12.140; 0.067; 2.279; 0.102;17.072;18.228;16.009;17.131; 1.078;021.5198;+33.0501
 323999142966957824; NGC_752; 0.84;  N;021.7098;+39.8578;10.124; 0.068;-11.207; 0.051; 2.071; 0.063;16.761;17.712;15.808;16.796; 0.962;021.7097;+39.8578
 323387677062584576; NGC_752; 0.75;  N;021.7500;+38.9886;10.634; 0.019;-10.466; 0.018; 2.264; 0.020;14.258;14.731;13.627;14.293; 0.640;021.7499;+38.9886
 322358770402167680; NGC_752; 0.92;  N;022.1480;+37.4784;10.892; 0.149;-11.817; 0.098; 2.433; 0.125;17.751;19.080;16.655;17.846; 1.121;022.1479;+37.4785
 322944264639332608; NGC_752; 1.00;  N;022.5902;+38.6143;11.016; 0.080;-11.776; 0.063; 2.330; 0.080;17.165;18.342;16.111;17.261; 1.079;022.5901;+38.6144
 322491094049829760; NGC_752; 1.00;  N;022.6653;+38.0960;10.796; 0.016;-11.452; 0.015; 2.341; 0.017;12.992;13.326;12.496;13.088; 0.521;022.6652;+38.0961
 322469619213410944; NGC_752; 0.99;  N;022.7760;+37.7164;11.027; 0.014;-11.229; 0.013; 2.365; 0.014;12.591;12.893;12.128;12.686; 0.487;022.7759;+37.7164
 322646434427359616; NGC_752; 1.00;  N;023.4450;+37.7466;10.598; 0.015;-11.905; 0.015; 2.352; 0.018;13.548;13.945;12.989;13.643; 0.583;023.4449;+37.7467
 302957685866415488; NGC_752; 1.00;  N;023.4871;+29.2930;10.145; 0.074;-11.946; 0.058; 2.188; 0.079;16.792;17.813;15.802;16.852; 1.006;023.4870;+29.2931
 322685432730455168; NGC_752; 1.00;  N;024.1378;+38.2110;10.609; 0.036;-11.260; 0.030; 2.331; 0.039;15.592;16.332;14.744;15.687; 0.872;024.1377;+38.2110
 322801701789703296; NGC_752; 1.00;  N;024.1610;+38.6507;10.666; 0.018;-11.857; 0.015; 2.306; 0.020;11.836;12.088;11.428;11.931; 0.432;024.1609;+38.6508
 296015919204506240; NGC_752; 0.71;  N;024.4822;+27.8885; 8.937; 0.024;-12.190; 0.018; 2.319; 0.020;10.810;11.040;10.323;10.675; 0.452;024.4822;+27.8886
 348949462688002176; NGC_752; 1.00;  N;024.4863;+44.3488; 8.736; 0.150;-12.719; 0.091; 2.287; 0.123;17.752;18.990;16.645;17.793; 1.118;024.4862;+44.3489
 347179150183045504; NGC_752; 1.00;  N;024.7068;+40.6577;10.263; 0.065;-11.204; 0.050; 2.282; 0.065;16.376;17.413;15.374;16.479; 1.029;024.7067;+40.6577
 322765074307943168; NGC_752; 1.00;  N;024.7666;+38.5819;10.437; 0.048;-11.522; 0.035; 2.297; 0.047;15.985;16.840;15.072;16.122; 0.948;024.7665;+38.5820
 319640060399164032; NGC_752; 0.99;  N;025.1727;+37.6550;10.807; 0.018;-12.058; 0.014; 2.374; 0.018;13.803;14.238;13.206;13.940; 0.632;025.1726;+37.6551
 319658786456654080; NGC_752; 0.99;  N;025.6647;+37.9016;10.367; 0.024;-10.990; 0.025; 2.330; 0.029;14.824;15.416;14.096;14.945; 0.759;025.6646;+37.9016
 319390952296062080; NGC_752; 0.99;  N;026.1064;+37.1326; 9.854; 0.016;-10.954; 0.018; 2.292; 0.016;13.705;14.128;13.116;13.789; 0.611;026.1063;+37.1326
 343801794059714816; NGC_752; 1.00;  N;026.1071;+39.1412;10.179; 0.020;-11.362; 0.016; 2.281; 0.020;12.096;12.358;11.677;12.198; 0.445;026.1070;+39.1413
 290757195606772608; NGC_752; 0.64;  N;026.1243;+23.7644; 8.156; 0.019;-13.417; 0.017; 2.346; 0.021;12.351;12.687;11.847;12.216; 0.469;026.1243;+23.7645
 343474410177401088; NGC_752; 1.00;  N;026.3172;+37.6923;10.260; 0.127;-11.551; 0.141; 2.390; 0.132;17.469;18.825;16.318;17.553; 1.172;026.3171;+37.6924
 319401569455164544; NGC_752; 0.98;  N;026.3788;+37.3868;10.086; 0.129;-11.223; 0.097; 2.121; 0.096;17.420;18.776;16.284;17.503; 1.157;026.3787;+37.3868
 343503860768248192; NGC_752; 1.00;  N;026.3954;+38.2319;10.170; 0.050;-11.604; 0.056; 2.308; 0.048;16.225;17.140;15.280;16.346; 0.976;026.3953;+38.2320
 292350250516568320; NGC_752; 1.00;  N;026.4129;+25.7470;10.241; 0.027;-11.778; 0.022; 2.293; 0.023;14.302;14.839;13.612;14.167; 0.655;026.4128;+25.7471
 343484688034280832; NGC_752; 1.00;  N;026.4566;+37.9365;10.442; 0.038;-11.514; 0.043; 2.262; 0.038;15.151;15.808;14.332;15.265; 0.848;026.4565;+37.9366
 343483829040820224; NGC_752; 1.00;  N;026.5185;+37.9424;10.310; 0.017;-11.850; 0.024; 2.374; 0.017;10.674;10.874;10.333;10.787; 0.370;026.5184;+37.9425
 303623474516924288; NGC_752; 0.51;  N;026.5309;+31.5477;10.593; 0.017;-10.816; 0.017; 2.283; 0.016;12.135;12.404;11.706;12.219; 0.451;026.5308;+31.5477
 298916151705672576; NGC_752; 0.93;  N;026.6241;+28.3711;10.198; 0.107;-12.073; 0.103; 2.346; 0.098;17.577;18.680;16.505;17.442; 1.037;026.6240;+28.3712
 343524918993351296; NGC_752; 1.00;  N;026.6351;+38.2399;10.612; 0.118;-11.171; 0.130; 2.346; 0.114;17.314;18.455;16.240;17.435; 1.105;026.6350;+38.2399
 343856318668889728; NGC_752; 1.00;  N;026.7218;+39.3607; 9.702; 0.017;-11.844; 0.018; 2.208; 0.016;12.101;12.357;11.689;12.203; 0.438;026.7217;+39.3608
 343519941126058496; NGC_752; 0.92;  N;026.7984;+38.3168;10.822; 0.030;-10.733; 0.036; 2.257; 0.028;14.723;15.284;14.018;14.844; 0.736;026.7983;+38.3168
 343518463657182464; NGC_752; 1.00;  N;026.8256;+38.2634;10.068; 0.021;-11.563; 0.021; 2.219; 0.021;13.984;14.421;13.381;14.098; 0.632;026.8255;+38.2635
 302372230284459904; NGC_752; 1.00;  N;026.9655;+29.5522; 9.953; 0.065;-11.402; 0.059; 2.240; 0.055;16.517;17.623;15.476;16.600; 1.062;026.9654;+29.5523
 343468126640481792; NGC_752; 1.00;  N;027.0567;+38.1769;10.364; 0.020;-11.647; 0.019; 2.297; 0.018;11.529;11.809;11.089;11.643; 0.470;027.0566;+38.1770
 343463625515063040; NGC_752; 1.00;  N;027.1379;+38.0754;10.173; 0.028;-11.843; 0.039; 2.314; 0.028;10.288;10.502; 9.924;10.401; 0.393;027.1378;+38.0755
 343438916566722688; NGC_752; 1.00;  N;027.1550;+37.7959;10.072; 0.076;-11.344; 0.086; 2.345; 0.075;16.864;17.941;15.830;16.948; 1.056;027.1549;+37.7960
 342642874444362240; NGC_752; 1.00;  N;027.2390;+37.3217;10.362; 0.023;-11.824; 0.018; 2.325; 0.019;13.751;14.167;13.172;13.834; 0.600;027.2389;+37.3218
 342579446367442816; NGC_752; 1.00;  N;027.2532;+36.8384;10.286; 0.037;-12.020; 0.046; 2.311; 0.037;15.631;16.410;14.766;15.715; 0.887;027.2531;+36.8385
 343560657416128768; NGC_752; 1.00;  N;027.3789;+38.2817;10.109; 0.031;-11.223; 0.026; 2.250; 0.023;11.208;11.427;10.841;11.300; 0.391;027.3788;+38.2817
 343550310839143808; NGC_752; 1.00;  N;027.5699;+38.2102;10.171; 0.026;-11.861; 0.021; 2.294; 0.021;10.649;10.846;10.315;10.741; 0.357;027.5698;+38.2103
 342790823181886464; NGC_752; 1.00;  N;027.5850;+37.9986;10.214; 0.145;-11.586; 0.132; 2.214; 0.125;17.910;19.378;16.724;18.002; 1.210;027.5849;+37.9987
 349506781941010816; NGC_752; 1.00;  N;027.6122;+44.1757; 9.638; 0.077;-12.113; 0.053; 2.362; 0.063;16.761;17.896;15.707;16.787; 1.061;027.6121;+44.1758
 342772651176833920; NGC_752; 1.00;  N;027.6880;+37.8027;10.043; 0.025;-11.867; 0.027; 2.314; 0.024;10.242;10.453; 9.888;10.334; 0.377;027.6879;+37.8028
 342801272838362880; NGC_752; 1.00;  N;027.7595;+38.2688;10.103; 0.073;-11.434; 0.074; 2.268; 0.073;16.654;17.684;15.668;16.745; 1.009;027.7594;+38.2689
 342773059198043648; NGC_752; 1.00;  N;027.7647;+37.7761;10.071; 0.017;-12.035; 0.017; 2.279; 0.016; 8.918; 9.458; 8.225; 9.010; 0.717;027.7646;+37.7762
 342618719548277760; NGC_752; 1.00;  N;027.7850;+37.3363; 9.908; 0.066;-11.841; 0.056; 2.286; 0.066;16.580;17.566;15.599;16.657; 1.001;027.7849;+37.3364
 342346208167398144; NGC_752; 0.61;  N;027.8460;+36.1693;10.094; 0.131;-12.310; 0.144; 2.093; 0.148;17.660;18.907;16.561;17.706; 1.111;027.8459;+36.1694
 342795255589012736; NGC_752; 1.00;  N;027.8633;+38.0924; 9.964; 0.025;-11.727; 0.019; 2.294; 0.021;12.969;13.310;12.461;13.061; 0.532;027.8632;+38.0925
 342719634100073984; NGC_752; 1.00;  N;027.8755;+37.5939;10.051; 0.020;-11.798; 0.019; 2.292; 0.019; 8.823; 9.313; 8.170; 8.900; 0.672;027.8754;+37.5940
 342715132974478208; NGC_752; 1.00;  N;027.9534;+37.4869; 9.846; 0.046;-12.077; 0.052; 2.244; 0.049;16.034;16.993;15.045;16.111; 1.008;027.9533;+37.4870
 343584331275828736; NGC_752; 1.00;  N;027.9667;+38.5324;10.169; 0.124;-12.151; 0.132; 2.207; 0.142;17.915;19.078;16.806;18.006; 1.132;027.9666;+38.5325
 350151164473592704; NGC_752; 1.00;  N;027.9787;+46.3591;10.109; 0.028;-11.702; 0.020; 2.142; 0.026;14.780;15.328;14.082;14.821; 0.709;027.9786;+46.3592
 342775601817648768; NGC_752; 1.00;  N;027.9964;+37.8174;10.189; 0.133;-11.537; 0.138; 2.442; 0.109;17.582;19.022;16.431;17.659; 1.171;027.9963;+37.8175
 342717362062156928; NGC_752; 1.00;  N;028.0585;+37.5755; 9.665; 0.016;-11.652; 0.020; 2.295; 0.015;12.542;12.841;12.081;12.619; 0.482;028.0584;+37.5756
 342728842510050176; NGC_752; 1.00;  N;028.1108;+37.7509; 9.907; 0.054;-11.892; 0.055; 2.328; 0.045;15.851;16.660;14.963;15.935; 0.910;028.1107;+37.7510
 342702827892893824; NGC_752; 0.99;  N;028.1283;+37.4245;10.152; 0.101;-12.042; 0.119; 2.473; 0.102;17.207;18.308;16.157;17.252; 1.062;028.1282;+37.4246
 344491978125914880; NGC_752; 0.90;  N;028.1468;+41.1626; 9.988; 0.015;-10.891; 0.015; 2.329; 0.015;13.285;13.665;12.741;13.398; 0.573;028.1467;+41.1626
 342753267987747456; NGC_752; 1.00;  N;028.2011;+37.8745; 9.897; 0.098;-11.783; 0.095; 2.130; 0.081;17.071;18.173;16.029;17.154; 1.063;028.2010;+37.8746
 342508317412808064; NGC_752; 1.00;  N;028.2093;+37.1879; 9.950; 0.122;-11.855; 0.124; 2.092; 0.153;17.839;19.148;16.726;17.884; 1.124;028.2092;+37.1880
 342752997406112000; NGC_752; 1.00;  N;028.2281;+37.8478;10.068; 0.072;-11.620; 0.066; 2.233; 0.063;16.592;17.599;15.604;16.676; 1.009;028.2280;+37.8479
 342699877250650368; NGC_752; 1.00;  N;028.2331;+37.4059; 9.948; 0.022;-11.698; 0.023; 2.232; 0.021;14.081;14.538;13.461;14.127; 0.632;028.2330;+37.4060
 342753134845061632; NGC_752; 1.00;  N;028.2454;+37.8821; 9.891; 0.019;-11.427; 0.019; 2.309; 0.017;12.136;12.400;11.716;12.219; 0.441;028.2453;+37.8822
 342725406536211968; NGC_752; 1.00;  N;028.2479;+37.7547; 9.956; 0.014;-11.674; 0.016; 2.312; 0.015;13.279;13.750;12.636;13.363; 0.665;028.2478;+37.7548
 342811752558677376; NGC_752; 1.00;  N;028.2563;+38.2327; 9.961; 0.023;-11.918; 0.026; 2.307; 0.028;11.065;11.275;10.709;11.148; 0.377;028.2562;+38.2328
 342763197953115008; NGC_752; 1.00;  N;028.3202;+38.1082; 9.985; 0.018;-11.665; 0.017; 2.246; 0.018;12.123;12.386;11.702;12.206; 0.442;028.3201;+38.1083
 342755402587781888; NGC_752; 1.00;  N;028.3294;+37.9848;10.150; 0.021;-11.953; 0.017; 2.237; 0.019;12.771;13.081;12.294;12.833; 0.493;028.3293;+37.9849
 342755844968223744; NGC_752; 1.00;  N;028.3666;+38.0107;10.101; 0.110;-12.301; 0.097; 2.364; 0.114;17.274;18.604;16.154;17.337; 1.136;028.3665;+38.0108
 342752619448976512; NGC_752; 1.00;  N;028.4012;+37.9610; 8.730; 0.021;-12.560; 0.020; 2.333; 0.022;13.052;13.408;12.509;13.143; 0.566;028.4012;+37.9611
 342752615154145408; NGC_752; 1.00;  N;028.4021;+37.9619;10.065; 0.020;-11.643; 0.020; 2.249; 0.021;12.103;12.368;11.678;12.184; 0.446;028.4020;+37.9620
 342517319664145536; NGC_752; 1.00;  N;028.4054;+37.4048;10.092; 0.017;-10.925; 0.020; 2.271; 0.015;12.417;12.707;11.962;12.470; 0.468;028.4053;+37.4048
 342732450282586880; NGC_752; 1.00;  N;028.4133;+37.6539; 9.809; 0.024;-11.732; 0.026; 2.267; 0.023;14.541;15.066;13.863;14.624; 0.699;028.4132;+37.6540
 342736023695458560; NGC_752; 1.00;  N;028.4300;+37.7229;10.028; 0.022;-11.630; 0.026; 2.278; 0.022;14.383;14.889;13.722;14.466; 0.683;028.4299;+37.7230
 342731316411310208; NGC_752; 1.00;  N;028.4373;+37.5953;10.147; 0.092;-11.931; 0.107; 2.227; 0.077;16.952;18.061;15.888;17.036; 1.085;028.4372;+37.5954
 343208878118701056; NGC_752; 1.00;  N;028.4665;+38.6747; 9.813; 0.109;-11.756; 0.117; 2.223; 0.101;17.383;18.549;16.322;17.427; 1.072;028.4664;+38.6748
 342511925185420416; NGC_752; 1.00;  N;028.5166;+37.2596;10.245; 0.144;-11.815; 0.175; 2.419; 0.131;17.816;19.005;16.723;17.870; 1.107;028.5165;+37.2597
 343140403456174464; NGC_752; 1.00;  N;028.5682;+38.2599; 9.726; 0.018;-11.682; 0.023; 2.234; 0.022;10.077;10.312; 9.685;10.121; 0.403;028.5681;+38.2600
 343140639679427712; NGC_752; 1.00;  N;028.6067;+38.2804;10.027; 0.101;-11.473; 0.126; 2.274; 0.118;17.607;18.822;16.518;17.651; 1.100;028.6066;+38.2805
 342733962111154432; NGC_752; 0.97;  N;028.6295;+37.7356; 9.860; 0.134;-11.893; 0.152; 2.496; 0.119;17.865;19.091;16.761;17.948; 1.125;028.6294;+37.7357
 342539382912584832; NGC_752; 1.00;  N;028.6295;+37.4921; 9.936; 0.026;-11.745; 0.030; 2.285; 0.023;11.076;11.290;10.715;11.160; 0.383;028.6294;+37.4922
 342501793358845824; NGC_752; 0.98;  N;028.6389;+37.2858; 9.128; 0.140;-11.496; 0.178; 2.153; 0.116;17.650;19.072;16.503;17.733; 1.168;028.6388;+37.2859
 342544120260537728; NGC_752; 1.00;  N;028.6408;+37.5594; 9.662; 0.155;-11.853; 0.179; 2.115; 0.127;17.847;19.122;16.748;17.931; 1.120;028.6407;+37.5595
 342537974163319040; NGC_752; 1.00;  N;028.6526;+37.4405; 9.928; 0.020;-11.775; 0.027; 2.279; 0.018;12.825;13.146;12.340;12.909; 0.507;028.6525;+37.4406
 343136417726531968; NGC_752; 1.00;  N;028.6653;+38.1959; 9.922; 0.017;-11.986; 0.021; 2.282; 0.020; 8.626; 9.130; 7.961; 8.670; 0.676;028.6652;+38.1960
 342544876174824960; NGC_752; 1.00;  N;028.6722;+37.6330; 9.748; 0.085;-11.634; 0.109; 2.295; 0.078;17.063;18.171;16.030;17.147; 1.055;028.6721;+37.6331
 343123773342824832; NGC_752; 1.00;  N;028.6778;+38.0926; 9.786; 0.044;-11.857; 0.047; 2.174; 0.047;15.753;16.707;14.791;15.742; 0.959;028.6777;+38.0927
 342740730979607808; NGC_752; 1.00;  N;028.6975;+37.8330; 9.982; 0.111;-11.812; 0.124; 2.305; 0.102;17.242;18.497;16.167;17.231; 1.073;028.6974;+37.8331
 343136383366788864; NGC_752; 1.00;  N;028.7107;+38.2160; 9.712; 0.017;-11.969; 0.023; 2.218; 0.018;11.603;11.832;11.227;11.647; 0.387;028.7106;+38.2161
 342744029514480512; NGC_752; 1.00;  N;028.7364;+37.9747; 9.907; 0.022;-11.716; 0.024; 2.199; 0.026;11.340;11.558;10.980;11.328; 0.357;028.7363;+37.9748
 342744029514480640; NGC_752; 1.00;  N;028.7376;+37.9726; 9.905; 0.052;-12.001; 0.058; 2.138; 0.061;15.968;16.806;15.056;15.957; 0.909;028.7375;+37.9727
 343124559320926976; NGC_752; 1.00;  N;028.7406;+38.1836;10.125; 0.019;-11.700; 0.025; 2.219; 0.018;10.909;11.094;10.582;10.953; 0.338;028.7405;+38.1837
 343138234496793600; NGC_752; 1.00;  N;028.7619;+38.2773; 9.627; 0.017;-11.867; 0.022; 2.295; 0.015;12.263;12.537;11.830;12.307; 0.445;028.7618;+38.2774
 343119134778149120; NGC_752; 1.00;  N;028.7976;+37.9978; 9.573; 0.020;-11.827; 0.023; 2.260; 0.021;12.377;12.659;11.937;12.366; 0.437;028.7975;+37.9979
 342554191959774720; NGC_752; 1.00;  N;028.8027;+37.8373; 9.705; 0.019;-11.887; 0.021; 2.255; 0.020; 9.241; 9.719; 8.598; 9.229; 0.640;028.8026;+37.8374
 342554187663431424; NGC_752; 1.00;  N;028.8138;+37.8420; 9.684; 0.018;-11.739; 0.020; 2.279; 0.019; 9.286; 9.785; 8.630; 9.275; 0.654;028.8137;+37.8421
 342546353643538560; NGC_752; 1.00;  N;028.8297;+37.5730;10.014; 0.095;-12.107; 0.127; 2.270; 0.087;17.326;18.448;16.269;17.323; 1.056;028.8296;+37.5731
 344137179468241536; NGC_752; 0.51;  N;028.8534;+40.1544;10.590; 0.076;-11.327; 0.084; 2.081; 0.093;16.974;17.999;15.973;17.087; 1.030;028.8533;+40.1545
 342930259296346752; NGC_752; 1.00;  N;028.8538;+37.9175; 9.679; 0.031;-11.692; 0.028; 2.217; 0.031;14.437;14.944;13.775;14.425; 0.658;028.8537;+37.9176
 343118619382072832; NGC_752; 1.00;  N;028.8654;+37.9986; 9.798; 0.017;-12.104; 0.017; 2.262; 0.017; 9.037; 9.511; 8.402; 9.026; 0.633;028.8653;+37.9987
 343144938941614464; NGC_752; 1.00;  N;028.8711;+38.3535; 9.858; 0.038;-11.879; 0.051; 2.277; 0.037;15.349;16.044;14.536;15.393; 0.825;028.8710;+38.3536
 343131568707550848; NGC_752; 1.00;  N;028.8927;+38.2676; 9.758; 0.020;-11.563; 0.033; 2.265; 0.018;10.425;10.619;10.095;10.469; 0.342;028.8926;+38.2677
 342523783591381504; NGC_752; 1.00;  N;028.9040;+37.3703; 9.817; 0.029;-12.001; 0.032; 2.233; 0.026;14.869;15.449;14.118;14.995; 0.783;028.9039;+37.3704
