GaiaDR3;Cluster;Pmemb;Note;RA_ICRS;DE_ICRS;pmRA;e_pmRA;pmDE;e_pmDE;Plx;e_Plx;Gmag;BPmag;RPmag;Gmagcor;(G-RP)cor;_RA.icrs;_DE.icrs
5963674171974691072; UBC_551; 0.97;  N;256.1188;-44.8698;-2.088; 0.085; -5.506; 0.065; 0.498; 0.067;16.533;17.460;15.513;16.686; 1.059;256.1188;-44.8698
5963809003916696320; UBC_551; 0.59; BS;256.1358;-44.1993;-1.853; 0.021; -5.415; 0.019; 0.478; 0.020;13.577;14.230;12.767;13.912; 0.896;256.1358;-44.1993
5963674244990205568; UBC_551; 0.61;  N;256.1461;-44.8522;-2.178; 0.159; -5.770; 0.114; 0.504; 0.107;17.611;18.543;16.595;17.764; 1.055;256.1461;-44.8522
5963768734298922240; UBC_551; 0.88;  N;256.1495;-44.7727;-1.971; 0.177; -5.473; 0.132; 0.475; 0.131;15.241;16.248;14.148;15.394; 1.133;256.1495;-44.7727
5963821029826436864; UBC_551; 0.70;  N;256.1571;-43.8700;-2.192; 0.084; -5.576; 0.069; 0.422; 0.067;16.888;17.930;15.880;17.146; 1.074;256.1571;-43.8700
5963810442692924672; UBC_551; 0.88;  N;256.1605;-44.1843;-2.027; 0.085; -5.369; 0.071; 0.516; 0.076;17.097;17.859;16.186;17.431; 0.997;256.1605;-44.1843
5963811065501063808; UBC_551; 0.78;  N;256.1628;-44.1281;-1.855; 0.108; -5.485; 0.085; 0.556; 0.087;17.375;18.244;16.485;17.696; 0.973;256.1628;-44.1281
5963821064186182144; UBC_551; 0.57;  N;256.1655;-43.8531;-2.066; 0.155; -5.168; 0.126; 0.493; 0.119;17.919;18.860;16.968;18.129; 1.005;256.1655;-43.8531
5963805774069033344; UBC_551; 0.72;  N;256.1761;-44.2576;-2.283; 0.226; -5.339; 0.192; 0.619; 0.194;18.697;19.670;17.784;19.031; 0.999;256.1761;-44.2576
5963779282739604480; UBC_551; 0.96;  N;256.1789;-44.4561;-2.079; 0.078; -5.464; 0.057; 0.585; 0.060;16.667;17.516;15.652;17.014; 1.104;256.1789;-44.4561
5965323061452735360; UBC_551; 0.57;  N;256.1809;-43.7446;-2.266; 0.267; -5.708; 0.214; 0.475; 0.203;18.599;19.699;17.635;18.858; 1.030;256.1809;-43.7446
5963778488151765888; UBC_551; 0.77;  N;256.1846;-44.4728;-2.065; 0.112; -5.773; 0.082; 0.518; 0.082;17.151;17.969;16.163;17.488; 1.075;256.1846;-44.4728
5965321652703054464; UBC_551; 0.62;  N;256.1928;-43.8329;-2.091; 0.162; -5.544; 0.131; 0.451; 0.124;17.982;18.872;16.938;18.241; 1.111;256.1928;-43.8329
5963780176092858368; UBC_551; 0.52;  N;256.2033;-44.4042;-1.773; 0.076; -5.598; 0.058; 0.527; 0.063;16.787;17.409;15.939;17.125; 0.935;256.2033;-44.4042
5965325264789907200; UBC_551; 0.97;  N;256.2052;-43.6477;-2.240; 0.292; -5.633; 0.230; 0.623; 0.219;18.421;19.441;17.336;18.589; 1.128;256.2052;-43.6477
5963808213642759296; UBC_551; 0.82;  N;256.2130;-44.1142;-2.454; 0.096; -5.397; 0.081; 0.547; 0.087;16.760;19.239;15.279;17.080; 1.563;256.2130;-44.1142
5965405421740227328; UBC_551; 0.97;  N;256.2151;-43.3206;-2.170; 0.289; -5.356; 0.210; 0.600; 0.197;18.605;19.815;17.566;18.679; 1.059;256.2151;-43.3206
5963663009388665728; UBC_551; 0.89;  N;256.2166;-44.8255;-2.056; 0.172; -5.291; 0.121; 0.560; 0.128;17.912;19.119;16.818;18.065; 1.134;256.2166;-44.8255
5963757391258546304; UBC_551; 0.58;  N;256.2271;-44.7590;-2.343; 0.263; -5.447; 0.201; 0.461; 0.235;18.782;20.627;17.465;18.935; 1.356;256.2271;-44.7590
5963780068686470016; UBC_551; 0.70;  N;256.2327;-44.4350;-2.146; 0.072; -5.253; 0.051; 0.605; 0.058;16.467;17.017;15.548;16.790; 1.002;256.2327;-44.4350
5963804365319091840; UBC_551; 0.79;  N;256.2334;-44.3101;-2.322; 0.146; -5.447; 0.120; 0.609; 0.132;18.113;18.904;17.194;18.429; 1.000;256.2334;-44.3101
5963778080148677376; UBC_551; 0.92;  N;256.2338;-44.5284;-2.095; 0.052; -5.358; 0.037; 0.539; 0.039;15.709;16.391;14.883;16.025; 0.907;256.2338;-44.5284
5963780618439374464; UBC_551; 0.96;  N;256.2340;-44.3801;-2.233; 0.051; -5.625; 0.042; 0.571; 0.045;16.107;16.705;15.347;16.445; 0.847;256.2340;-44.3801
5963814187899003136; UBC_551; 0.66;  N;256.2362;-44.0813;-2.045; 0.280; -5.357; 0.246; 0.450; 0.238;18.955;20.491;17.681;19.283; 1.359;256.2362;-44.0813
5963661390143842944; UBC_551; 0.81;  N;256.2492;-44.9180;-1.936; 0.252; -5.355; 0.196; 0.469; 0.194;18.601;20.417;17.102;18.678; 1.519;256.2492;-44.9180
5963779901175483520; UBC_551; 0.81;  N;256.2493;-44.4366;-1.918; 0.288; -5.570; 0.209; 0.583; 0.246;18.938;19.883;18.014;19.261; 1.007;256.2493;-44.4366
5963804743276194560; UBC_551; 0.94;  N;256.2510;-44.3014;-2.185; 0.256; -5.531; 0.209; 0.500; 0.215;18.990;19.933;18.048;19.306; 1.024;256.2510;-44.3014
5963807831349070592; UBC_551; 0.63;  N;256.2556;-44.1579;-2.200; 0.203; -5.627; 0.163; 0.402; 0.165;18.546;19.450;17.571;18.866; 1.057;256.2556;-44.1579
5963779832455912320; UBC_551; 0.90;  N;256.2611;-44.4425;-2.006; 0.343; -5.367; 0.264; 0.608; 0.292;18.972;19.407;17.653;19.295; 1.402;256.2611;-44.4425
5965321863152404352; UBC_551; 0.97;  N;256.2660;-43.8191;-2.228; 0.168; -5.543; 0.133; 0.597; 0.129;17.970;19.222;16.837;18.180; 1.187;256.2660;-43.8191
5963766294718330368; UBC_551; 0.54;  N;256.2718;-44.5403;-2.167; 0.272; -5.537; 0.196; 0.409; 0.218;18.828;20.009;17.240;19.144; 1.669;256.2718;-44.5403
5963806323856912256; UBC_551; 0.90;  N;256.2727;-44.2578;-2.396; 0.026; -5.436; 0.021; 0.549; 0.022;14.154;15.174;13.151;14.470; 1.084;256.2727;-44.2578
5963661355781366784; UBC_551; 0.89;  N;256.2813;-44.9169;-2.261; 0.160; -5.569; 0.125; 0.456; 0.121;17.831;18.665;16.924;17.907; 0.927;256.2813;-44.9169
5963661768109175936; UBC_551; 0.84;  N;256.2854;-44.8921;-2.121; 0.158; -5.277; 0.123; 0.534; 0.122;17.770;18.984;16.691;17.862; 1.102;256.2854;-44.8921
5965333197572364032; UBC_551; 0.96;  N;256.2906;-43.4857;-2.329; 0.099; -5.540; 0.074; 0.576; 0.074;16.544;17.531;15.529;16.618; 1.034;256.2906;-43.4857
5963659435975725312; UBC_551; 0.97;  N;256.2929;-44.9884;-2.106; 0.128; -5.473; 0.093; 0.480; 0.093;17.391;18.202;16.417;17.467; 0.994;256.2929;-44.9884
5963661871177520128; UBC_551; 0.65;  N;256.2952;-44.8883;-2.421; 0.146; -5.578; 0.112; 0.589; 0.109;17.495;18.568;16.463;17.588; 1.056;256.2952;-44.8883
5963803879980202752; UBC_551; 0.59;  N;256.3010;-44.3794;-1.873; 0.203; -5.667; 0.156; 0.527; 0.166;18.374;19.346;17.428;18.697; 1.029;256.3010;-44.3794
5963755535823960960; UBC_551; 0.95;  N;256.3020;-44.8694;-2.070; 0.155; -5.600; 0.113; 0.529; 0.110;17.540;18.936;16.413;17.633; 1.151;256.3020;-44.8694
5963816734827223808; UBC_551; 0.59;  N;256.3077;-43.9438;-1.921; 0.243; -5.309; 0.194; 0.537; 0.187;18.640;19.658;17.331;18.960; 1.392;256.3077;-43.9438
5963758185818991616; UBC_551; 0.95;  N;256.3112;-44.7137;-2.326; 0.277; -5.527; 0.202; 0.548; 0.244;18.603;19.527;17.547;18.756; 1.095;256.3112;-44.7137
5963758593849555072; UBC_551; 0.81;  N;256.3119;-44.6810;-2.059; 0.258; -5.263; 0.200; 0.494; 0.251;18.723;20.510;17.594;19.039; 1.210;256.3119;-44.6810
5963813706864574080; UBC_551; 0.89;  N;256.3128;-44.0676;-2.172; 0.158; -5.638; 0.129; 0.492; 0.124;17.998;18.981;17.034;18.326; 1.048;256.3128;-44.0676
5963815326077282688; UBC_551; 0.91;  N;256.3310;-44.0321;-2.314; 0.273; -5.363; 0.229; 0.546; 0.223;18.877;20.236;17.459;19.197; 1.500;256.3310;-44.0321
5965332823914613632; UBC_551; 0.82;  N;256.3336;-43.5282;-1.973; 0.373; -5.665; 0.285; 0.515; 0.265;18.891;20.046;17.763;18.965; 1.147;256.3336;-43.5282
5963815154310906496; UBC_551; 0.86;  N;256.3392;-44.0604;-1.910; 0.146; -5.457; 0.123; 0.574; 0.126;18.010;19.170;16.947;18.330; 1.146;256.3392;-44.0604
5963758318962428288; UBC_551; 0.62;  N;256.3536;-44.7098;-1.981; 0.026; -5.197; 0.020; 0.476; 0.024;14.011;14.988;13.027;14.137; 1.016;256.3536;-44.7098
5963764538075963008; UBC_551; 0.98;  N;256.3556;-44.6636;-2.189; 0.207; -5.565; 0.159; 0.567; 0.184;18.493;19.683;17.466;18.724; 1.086;256.3556;-44.6636
5963656171800462976; UBC_551; 0.97;  N;256.3594;-45.0421;-2.035; 0.098; -5.466; 0.074; 0.526; 0.074;16.419;17.078;15.426;16.507; 1.016;256.3594;-45.0421
5963766878833564800; UBC_551; 0.96;  N;256.3764;-44.5351;-2.188; 0.315; -5.661; 0.254; 0.553; 0.286;18.380;19.391;17.284;18.595; 1.152;256.3764;-44.5351
5965365465685658880; UBC_551; 0.68;  N;256.3783;-43.2575;-2.344; 0.030; -5.568; 0.022; 0.475; 0.024;13.994;15.787;12.731;14.062; 1.281;256.3783;-43.2575
5963767325510313856; UBC_551; 0.69;  N;256.3919;-44.4978;-2.389; 0.083; -5.561; 0.066; 0.502; 0.075;16.835;17.709;15.914;17.050; 0.977;256.3919;-44.4978
5963793954317553536; UBC_551; 0.90;  N;256.3992;-44.3355;-2.192; 0.083; -5.624; 0.069; 0.491; 0.063;16.690;17.465;15.815;16.988; 0.952;256.3992;-44.3355
5963754681163881088; UBC_551; 0.95;  N;256.4050;-44.7970;-2.265; 0.025; -5.378; 0.019; 0.567; 0.020;14.026;15.310;12.918;14.152; 1.141;256.4050;-44.7970
5963658297765830656; UBC_551; 0.85;  N;256.4081;-44.9534;-2.013; 0.305; -5.309; 0.211; 0.571; 0.225;18.683;20.471;17.351;18.784; 1.358;256.4081;-44.9534
5965353920814009216; UBC_551; 0.55;  N;256.4138;-43.4547;-2.323; 0.213; -5.576; 0.161; 0.415; 0.155;18.135;19.525;16.991;18.246; 1.172;256.4138;-43.4547
5963752825737959680; UBC_551; 0.96;  N;256.4170;-44.8621;-2.295; 0.080; -5.451; 0.058; 0.576; 0.067;16.668;17.604;15.632;16.794; 1.068;256.4170;-44.8621
5963800585747597568; UBC_551; 0.53;  N;256.4241;-44.2305;-2.100; 0.197; -5.588; 0.159; 0.420; 0.165;18.530;19.595;17.507;18.808; 1.095;256.4241;-44.2305
5963794637213037312; UBC_551; 0.63;  N;256.4250;-44.2653;-1.971; 0.136; -5.250; 0.105; 0.479; 0.103;17.636;18.633;16.678;17.914; 1.030;256.4250;-44.2653
5965317495175377920; UBC_551; 0.95;  N;256.4269;-43.8986;-2.144; 0.191; -5.634; 0.150; 0.537; 0.147;18.311;19.531;17.271;18.453; 1.077;256.4269;-43.8986
5963767011985684608; UBC_551; 0.92;  N;256.4320;-44.5347;-2.331; 0.166; -5.569; 0.136; 0.534; 0.150;18.085;19.024;17.144;18.316; 1.001;256.4320;-44.5347
5963803403247200640; UBC_551; 0.84;  N;256.4561;-44.0682;-2.220; 0.268; -5.279; 0.211; 0.596; 0.212;18.831;19.981;17.773;19.020; 1.106;256.4561;-44.0682
5965319659836214656; UBC_551; 0.89;  N;256.4585;-43.8200;-2.086; 0.070; -5.725; 0.052; 0.549; 0.053;16.428;17.431;15.415;16.535; 1.041;256.4585;-43.8200
5963800448340928640; UBC_551; 0.96;  N;256.4803;-44.1723;-2.231; 0.049; -5.558; 0.040; 0.608; 0.043;15.857;16.686;14.919;16.077; 0.994;256.4803;-44.1723
5963751313870196992; UBC_551; 0.83;  N;256.4873;-44.9338;-2.284; 0.218; -5.515; 0.152; 0.425; 0.158;18.182;19.179;17.165;18.282; 1.043;256.4873;-44.9338
5963802544253323008; UBC_551; 0.75;  N;256.4879;-44.1007;-2.323; 0.118; -5.295; 0.094; 0.608; 0.091;17.548;18.436;16.536;17.737; 1.061;256.4879;-44.1007
5963761514418129664; UBC_551; 0.94;  N;256.4924;-44.6899;-2.123; 0.141; -5.373; 0.107; 0.580; 0.118;17.450;18.287;16.158;17.564; 1.321;256.4924;-44.6899
5963801921477890944; UBC_551; 0.89;  N;256.4947;-44.1666;-2.350; 0.097; -5.576; 0.082; 0.517; 0.080;17.227;18.207;16.273;17.446; 1.010;256.4947;-44.1666
5965303923091800192; UBC_551; 0.90;  N;256.4956;-44.0452;-2.356; 0.110; -5.361; 0.087; 0.520; 0.088;17.495;18.448;16.540;17.719; 1.013;256.4956;-44.0452
5965307535142960640; UBC_551; 0.69;  N;256.5052;-43.8727;-2.100; 0.055; -5.209; 0.042; 0.482; 0.045;16.079;16.881;15.172;16.220; 0.943;256.5052;-43.8727
5963802612972753408; UBC_551; 0.55;  N;256.5097;-44.0937;-2.134; 0.134; -5.509; 0.102; 0.410; 0.097;17.687;18.598;16.710;17.829; 1.014;256.5097;-44.0937
5963801857090208384; UBC_551; 0.93;  N;256.5107;-44.1463;-2.185; 0.121; -5.501; 0.098; 0.470; 0.097;17.509;18.785;16.394;17.698; 1.163;256.5107;-44.1463
5963753512932702208; UBC_551; 0.77;  N;256.5123;-44.8410;-2.192; 0.121; -5.608; 0.082; 0.413; 0.090;17.149;18.193;16.084;17.250; 1.091;256.5123;-44.8410
5965307633926583808; UBC_551; 0.89;  N;256.5162;-43.8574;-2.187; 0.025; -5.427; 0.019; 0.459; 0.020;14.263;15.744;13.037;14.404; 1.262;256.5162;-43.8574
5963763717776020096; UBC_551; 0.76;  N;256.5170;-44.5831;-1.992; 0.154; -5.304; 0.125; 0.471; 0.138;17.874;18.808;16.925;17.988; 0.978;256.5170;-44.5831
5963789964290098304; UBC_551; 0.79;  N;256.5190;-44.3899;-2.034; 0.132; -5.257; 0.107; 0.491; 0.106;17.507;18.878;16.381;17.774; 1.195;256.5190;-44.3899
5963762549544886144; UBC_551; 0.97;  N;256.5227;-44.6195;-2.170; 0.040; -5.567; 0.031; 0.537; 0.035;15.212;15.986;14.329;15.327; 0.912;256.5227;-44.6195
5963762961822531840; UBC_551; 0.59;  N;256.5242;-44.6007;-1.955; 0.263; -5.838; 0.211; 0.502; 0.240;18.896;20.182;17.943;19.010; 0.982;256.5242;-44.6007
5965304545865886080; UBC_551; 0.98;  N;256.5341;-43.9913;-2.254; 0.133; -5.472; 0.107; 0.562; 0.109;17.815;19.019;16.714;18.039; 1.158;256.5341;-43.9913
5963789659396502528; UBC_551; 0.90;  N;256.5397;-44.4160;-1.903; 0.063; -5.479; 0.050; 0.509; 0.053;16.312;17.201;15.380;16.443; 0.965;256.5397;-44.4160
5963790174778135808; UBC_551; 0.97;PBS;256.5398;-44.3648;-2.258; 0.119; -5.492; 0.094; 0.565; 0.098;14.890;15.329;14.236;15.157; 0.723;256.5398;-44.3648
5963802235047329536; UBC_551; 0.98;  N;256.5419;-44.1277;-2.138; 0.033; -5.577; 0.027; 0.548; 0.027;15.033;15.807;14.154;15.222; 0.928;256.5419;-44.1277
5963469113044945536; UBC_551; 0.86;  N;256.5435;-45.0669;-2.334; 0.219; -5.426; 0.149; 0.513; 0.151;18.069;19.178;17.099;18.158; 0.992;256.5435;-45.0669
5963563503557782912; UBC_551; 0.97;  N;256.5503;-44.9768;-2.108; 0.268; -5.527; 0.195; 0.494; 0.206;18.584;19.441;17.454;18.672; 1.153;256.5503;-44.9768
5963565771316978048; UBC_551; 0.81;  N;256.5507;-44.8565;-2.244; 0.367; -5.504; 0.252; 0.422; 0.263;18.163;19.154;17.073;18.264; 1.116;256.5507;-44.8565
5965361411236432640; UBC_551; 0.65;  N;256.5551;-43.3110;-2.054; 0.095; -5.275; 0.067; 0.586; 0.092;16.975;17.987;15.971;17.043; 1.021;256.5551;-43.3110
5963798867792936320; UBC_551; 0.94;  N;256.5580;-44.1566;-2.112; 0.028; -5.655; 0.023; 0.598; 0.023;14.864;15.573;14.034;15.053; 0.879;256.5580;-44.1566
5965340314343702784; UBC_551; 0.98;  N;256.5612;-43.5809;-2.231; 0.353; -5.534; 0.234; 0.598; 0.231;18.410;19.423;17.109;18.470; 1.316;256.5612;-43.5809
5963563258728898688; UBC_551; 0.96;  N;256.5649;-45.0014;-2.242; 0.151; -5.400; 0.105; 0.560; 0.107;17.535;18.440;16.571;17.623; 0.986;256.5649;-45.0014
5965303721232108416; UBC_551; 0.94;  N;256.5653;-44.0698;-2.100; 0.070; -5.391; 0.056; 0.627; 0.056;16.619;17.439;15.728;16.806; 0.939;256.5653;-44.0698
5963796290812441088; UBC_551; 0.52;  N;256.5812;-44.3101;-2.087; 0.195; -5.776; 0.152; 0.463; 0.132;18.179;19.353;17.130;18.368; 1.098;256.5812;-44.3101
5963762854448569472; UBC_551; 0.75;  N;256.5867;-44.5923;-2.158; 0.242; -5.263; 0.194; 0.509; 0.202;17.681;18.926;16.449;17.717; 1.241;256.5867;-44.5923
5963762648290115072; UBC_551; 0.80;  N;256.5887;-44.6130;-2.154; 0.173; -5.563; 0.144; 0.454; 0.165;18.167;19.263;17.134;18.188; 1.039;256.5887;-44.6130
5965301316050434432; UBC_551; 0.85;  N;256.5947;-44.0338;-2.012; 0.276; -5.740; 0.234; 0.502; 0.223;18.859;20.120;17.874;19.083; 1.042;256.5947;-44.0338
5963796737489054720; UBC_551; 0.94;  N;256.5956;-44.2740;-1.966; 0.078; -5.409; 0.061; 0.597; 0.059;16.605;17.571;15.623;16.795; 1.031;256.5956;-44.2740
5963796836232483712; UBC_551; 0.92;  N;256.5994;-44.2661;-2.076; 0.170; -5.726; 0.141; 0.541; 0.133;18.184;19.257;17.202;18.257; 1.001;256.5994;-44.2661
5965301208658589184; UBC_551; 0.98;  N;256.6004;-44.0424;-2.246; 0.205; -5.495; 0.171; 0.577; 0.158;18.452;19.556;17.526;18.675; 0.984;256.6004;-44.0424
5963789414534307584; UBC_551; 0.96;  N;256.6034;-44.3847;-2.130; 0.187; -5.340; 0.153; 0.566; 0.154;18.164;19.353;17.061;18.272; 1.131;256.6034;-44.3847
5963798588583210624; UBC_551; 0.98;  N;256.6075;-44.1898;-2.149; 0.045; -5.426; 0.036; 0.573; 0.036;15.845;16.681;14.926;15.997; 0.958;256.6075;-44.1898
5965302754847550592; UBC_551; 0.99;  N;256.6145;-44.0127;-2.072; 0.081; -5.525; 0.066; 0.552; 0.063;16.919;18.001;15.909;17.143; 1.068;256.6145;-44.0127
5965301247330939264; UBC_551; 0.99;  N;256.6178;-44.0473;-2.152; 0.028; -5.494; 0.022; 0.553; 0.022;14.569;15.355;13.683;14.792; 0.943;256.6178;-44.0473
5963798382424642304; UBC_551; 0.96;  N;256.6181;-44.2336;-2.353; 0.094; -5.527; 0.074; 0.563; 0.073;17.157;18.294;16.124;17.245; 1.056;256.6181;-44.2336
5963598717986648832; UBC_551; 0.92;  N;256.6189;-44.5726;-1.922; 0.105; -5.518; 0.091; 0.505; 0.085;17.165;18.140;16.187;17.190; 0.985;256.6189;-44.5726
5963798489835737856; UBC_551; 0.97;  N;256.6202;-44.2174;-2.305; 0.045; -5.542; 0.035; 0.565; 0.034;15.589;16.392;14.700;15.670; 0.910;256.6202;-44.2174
5963795874163480704; UBC_551; 0.95;  N;256.6225;-44.3116;-2.147; 0.064; -5.350; 0.052; 0.604; 0.050;16.398;17.542;15.338;16.471; 1.079;256.6225;-44.3116
5965339038727634176; UBC_551; 0.60;  N;256.6249;-43.6641;-2.336; 0.159; -5.157; 0.106; 0.465; 0.110;17.589;18.988;16.446;17.650; 1.159;256.6249;-43.6641
5963795912855313408; UBC_551; 0.98;  N;256.6304;-44.2960;-2.100; 0.029; -5.408; 0.021; 0.559; 0.021;14.368;15.726;13.235;14.440; 1.151;256.6304;-44.2960
5963798902152611712; UBC_551; 0.98;  N;256.6312;-44.1915;-2.252; 0.063; -5.526; 0.051; 0.580; 0.053;16.419;17.313;15.473;16.557; 0.981;256.6312;-44.1915
5963565045435077632; UBC_551; 0.92;  N;256.6346;-44.8886;-2.164; 0.248; -5.355; 0.182; 0.514; 0.193;18.266;20.075;17.012;18.367; 1.280;256.6346;-44.8886
5963797733921478400; UBC_551; 0.98;  N;256.6375;-44.2301;-2.068; 0.033; -5.619; 0.025; 0.545; 0.025;14.815;15.721;13.865;14.903; 0.973;256.6375;-44.2301
5963797768281228928; UBC_551; 0.97;  N;256.6397;-44.2094;-2.196; 0.040; -5.527; 0.031; 0.486; 0.031;15.365;16.226;14.437;15.445; 0.949;256.6397;-44.2094
5963598653589897856; UBC_551; 0.94;  N;256.6414;-44.5861;-1.967; 0.037; -5.572; 0.032; 0.528; 0.031;15.228;16.020;14.340;15.253; 0.894;256.6414;-44.5861
5965300422674574720; UBC_551; 0.93;  N;256.6458;-44.1174;-2.133; 0.175; -5.724; 0.136; 0.567; 0.144;18.161;19.525;16.861;18.295; 1.335;256.6458;-44.1174
5963599134612315904; UBC_551; 0.95;  N;256.6473;-44.5528;-2.225; 0.206; -5.399; 0.176; 0.515; 0.175;18.487;19.549;17.511;18.512; 0.982;256.6473;-44.5528
5963574670489089280; UBC_551; 0.69;  N;256.6486;-44.6731;-1.913; 0.199; -5.419; 0.160; 0.459; 0.165;18.395;19.856;17.278;18.416; 1.122;256.6486;-44.6731
5965299563703708544; UBC_551; 0.93;  N;256.6558;-44.1432;-2.107; 0.032; -5.301; 0.025; 0.581; 0.025;15.009;15.860;14.087;15.148; 0.957;256.6558;-44.1432
5963571779942866944; UBC_551; 0.69;  N;256.6687;-44.7726;-2.017; 0.098; -5.244; 0.074; 0.524; 0.079;16.978;17.982;15.965;17.054; 1.032;256.6687;-44.7726
5963600848281749120; UBC_551; 0.96;  N;256.6739;-44.4826;-2.121; 0.039; -5.639; 0.034; 0.523; 0.034;15.516;16.346;14.603;15.542; 0.919;256.6739;-44.4826
5963601505434559232; UBC_551; 0.56;  N;256.6849;-44.4166;-1.977; 0.144; -5.312; 0.123; 0.438; 0.118;17.929;19.067;16.870;17.974; 1.071;256.6849;-44.4166
5963600509016022656; UBC_551; 0.97;  N;256.6905;-44.5273;-2.038; 0.029; -5.537; 0.023; 0.544; 0.022;14.394;15.334;13.431;14.420; 0.970;256.6905;-44.5273
5963608063827856896; UBC_551; 0.99;  N;256.6923;-44.3182;-2.205; 0.065; -5.548; 0.053; 0.557; 0.052;16.460;17.467;15.472;16.504; 1.000;256.6923;-44.3182
5963608068158386944; UBC_551; 0.98;YSS;256.6946;-44.3229;-2.209; 0.021; -5.418; 0.017; 0.507; 0.016;13.619;14.975;12.486;13.663; 1.144;256.6946;-44.3229
5965301659647945600; UBC_551; 0.95;  N;256.6992;-44.0673;-2.269; 0.071; -5.602; 0.058; 0.605; 0.057;16.736;17.789;15.699;16.870; 1.072;256.6992;-44.0673
5963607930719420800; UBC_551; 0.92;  N;256.7010;-44.3556;-1.973; 0.032; -5.372; 0.026; 0.532; 0.026;14.957;16.019;13.924;15.002; 1.045;256.7010;-44.3556
5965336496107051136; UBC_551; 0.76;  N;256.7013;-43.6246;-2.044; 0.056; -5.300; 0.043; 0.514; 0.043;15.555;16.262;14.723;15.581; 0.839;256.7013;-43.6246
5963797940079898752; UBC_551; 0.86;  N;256.7023;-44.2055;-2.283; 0.131; -5.249; 0.099; 0.490; 0.093;17.532;18.541;16.536;17.613; 1.017;256.7023;-44.2055
5965311383436477312; UBC_551; 0.59;  N;256.7028;-43.8139;-1.921; 0.215; -5.277; 0.163; 0.498; 0.172;18.339;19.365;17.354;18.415; 1.005;256.7028;-43.8139
5963797940079890048; UBC_551; 0.93;  N;256.7042;-44.2197;-1.946; 0.080; -5.382; 0.062; 0.614; 0.061;16.756;17.819;15.721;16.844; 1.058;256.7042;-44.2197
5963561231503574272; UBC_551; 0.95;  N;256.7085;-44.9830;-2.149; 0.293; -5.621; 0.215; 0.504; 0.224;18.326;20.083;17.035;18.386; 1.306;256.7085;-44.9830
5963609610016072576; UBC_551; 0.57;  N;256.7145;-44.2896;-1.754; 0.194; -5.469; 0.166; 0.590; 0.155;18.326;19.482;17.247;18.391; 1.096;256.7145;-44.2896
5965299976020755968; UBC_551; 0.98;  N;256.7171;-44.0919;-2.075; 0.031; -5.400; 0.024; 0.513; 0.024;14.820;15.693;13.888;14.954; 0.967;256.7171;-44.0919
5963610129742699648; UBC_551; 0.96;  N;256.7189;-44.2557;-2.225; 0.050; -5.370; 0.040; 0.597; 0.036;15.673;16.554;14.677;15.736; 1.012;256.7189;-44.2557
5963561265863317632; UBC_551; 0.78;  N;256.7194;-44.9778;-2.131; 0.182; -5.357; 0.134; 0.437; 0.127;17.766;19.321;16.441;17.826; 1.340;256.7194;-44.9778
5963558899368556928; UBC_551; 0.64;  N;256.7207;-45.0773;-2.174; 0.249; -5.253; 0.178; 0.433; 0.175;18.180;19.205;17.077;18.269; 1.126;256.7207;-45.0773
5965299357545262976; UBC_551; 0.98;  N;256.7216;-44.1564;-2.309; 0.048; -5.511; 0.038; 0.529; 0.038;15.839;16.843;14.843;15.919; 1.016;256.7216;-44.1564
5963609717425834752; UBC_551; 0.79;  N;256.7227;-44.2768;-1.860; 0.146; -5.485; 0.123; 0.477; 0.117;17.994;19.083;16.962;18.060; 1.049;256.7227;-44.2768
5965347594302771072; UBC_551; 0.68;  N;256.7230;-43.4810;-2.029; 0.075; -5.576; 0.055; 0.461; 0.059;16.366;17.215;15.445;16.351; 0.917;256.7230;-43.4810
5965308394157266048; UBC_551; 0.98;  N;256.7253;-43.9374;-2.239; 0.050; -5.476; 0.036; 0.526; 0.035;15.628;16.336;14.794;15.688; 0.850;256.7253;-43.9374
5963607685870729344; UBC_551; 0.77;  N;256.7261;-44.3631;-1.928; 0.150; -5.690; 0.120; 0.573; 0.115;17.732;18.928;16.356;17.774; 1.387;256.7261;-44.3631
5965301625288210048; UBC_551; 0.99;  N;256.7274;-44.0397;-2.032; 0.110; -5.467; 0.086; 0.556; 0.087;17.407;18.623;16.345;17.542; 1.097;256.7274;-44.0397
5963609678735531392; UBC_551; 0.92;  N;256.7286;-44.2750;-2.056; 0.220; -5.636; 0.181; 0.484; 0.176;18.574;19.844;17.470;18.640; 1.121;256.7286;-44.2750
5963609541296646784; UBC_551; 0.52;  N;256.7288;-44.3060;-2.048; 0.121; -5.197; 0.097; 0.439; 0.090;17.424;18.623;16.355;17.487; 1.085;256.7288;-44.3060
5965308286762727808; UBC_551; 0.53;  N;256.7378;-43.9570;-1.999; 0.174; -5.241; 0.133; 0.602; 0.133;18.114;19.099;17.198;18.182; 0.933;256.7378;-43.9570
5963610061023217920; UBC_551; 0.97;  N;256.7432;-44.2649;-1.964; 0.028; -5.505; 0.023; 0.573; 0.022;14.499;15.546;13.483;14.564; 1.033;256.7432;-44.2649
5963598138180640896; UBC_551; 0.54;  N;256.7452;-44.5704;-1.901; 0.193; -5.439; 0.167; 0.439; 0.152;18.309;19.301;16.790;18.329; 1.524;256.7452;-44.5704
5963598000754773376; UBC_551; 0.85;  N;256.7461;-44.6009;-1.984; 0.025; -5.697; 0.021; 0.540; 0.021;14.437;15.324;13.500;14.458; 0.942;256.7461;-44.6009
